Title,style,spectral_slope,mfcc,mean_spectral_rf,max_jump,peak_to_valley,pitch,max_intensity,mean_intensity,syll_count,pause_length,energy,harmonics_to_noise,f1,f2,f3,f4,num_zero_crossings
calming_voice_1,calming,-0.01718773770628782,-29.409133911132812,1516.1175819478426,0.5683890131909687,0.0856989247311828,211.31042329767683,100.6745084054077,67.55127695137199,4.443417564511029,0.4825850340136054,0.029513690643257498,15.383192865465187,737.1347841657955,1663.5997044286366,2745.1982187448752,3666.0813935167403,0.1374928756116548
calming_voice_2,calming,-0.020976206632667707,-28.254966735839844,2059.5409112418347,0.7863850620680752,0.1192,220.57086490405436,103.69164381640701,68.42879468725249,3.9837582922580883,0.3617233560090703,0.027034762939712763,16.783357283825627,790.520251425216,1664.4650350560946,2622.6953754483593,3576.0543598792133,0.18342209768408552
calming_voice_3,calming,-0.01976416039097644,-23.602882385253906,3050.7040334302324,1.0146265867465938,0.06974999999999999,281.12146577552755,103.97996153733331,67.63694221484124,1.374929850517831,1.3295313681027967,0.01845253322296723,7.935250139950149,1126.7810937817444,2036.5096691862784,2930.2390164920503,3851.2530637605373,0.31774050690406974
educational_voice_1,educational,-0.029859021476998225,-24.781057357788086,2118.805255721101,1.4807856070350016,0.15825,198.97537469036956,107.00621588390221,70.17029154827217,3.9022505762407524,0.30833933573429373,0.04337313148313437,16.122351064698456,677.7240120806576,1797.1052410725572,2857.6034927713754,3826.79257928697,0.19258914373617256
educational_voice_2,educational,-0.04828964168985446,-20.955554962158203,1447.012194068031,0.45074690632323716,0.0717948717948718,173.15222836477705,107.53980536492129,72.0275277159945,4.473292327614114,0.6989055177626606,0.06653119949258594,10.718158633988518,710.0542580339938,1761.7325987269567,2708.7804650134217,3822.7957806538675,0.129343758642146
educational_voice_3,educational,-0.005339425371768914,-30.086904525756836,3150.2527872721353,1.133890568831256,0.1313953488372093,155.3223784262421,98.35637236067441,62.755003775185315,2.691650390625,0.45490002061430634,0.007648761441483418,10.72701857646983,996.555267691148,1934.376416332523,2877.936129431116,3850.140238838274,0.30949797453703703
educational_voice_4,educational,-0.010029048012455218,-25.049331665039062,2683.0810546875,0.45615194268475195,0.27677419354838706,174.97634297828637,100.23250431525179,65.71323166164515,4.002541296060992,0.5379090583601862,0.01516367164134236,10.880234249924245,944.4825860741594,2023.1456002127202,2950.723738062798,3930.819715755554,0.2385093360260771
educational_voice_5,educational,-0.11659035460214315,-17.108718872070312,1540.2280035251524,0.6876111789927954,0.1234,149.5385824922596,106.54874686217595,75.21131331122456,5.558171389435836,0.9512290249433107,0.12553326473649498,11.901842491818014,618.7244641480378,1669.0976245934248,2768.049200030143,3682.1662110275543,0.14751572027439025
educational_voice_6,educational,-0.0117798011924499,-20.415557861328125,2257.347615559896,0.4801781444329441,0.11365853658536584,127.51824776644779,100.00932246358926,65.88760254120687,4.286702473958334,0.28593715581470686,0.015449791011884133,13.923904681659623,728.6178820814471,1775.681955680728,2628.457503844809,3344.7861861545584,0.20958116319444445
friendly_voice_1,friendly,-0.009351501482485461,-28.492692947387695,1710.0204467773438,0.49138314167760944,0.08985714285714286,187.7355117490208,97.40461371801095,65.37760063496775,3.190104166666667,0.5886941443243965,0.01372018211552886,16.202895307597267,595.3065463428438,1582.534892090613,2853.709478274619,3901.4688249206065,0.1658867730034722
friendly_voice_2,friendly,-0.016470566983733,-28.957067489624023,2052.5982288273617,0.5872063843743062,0.1875,197.6825169452687,99.7815487241617,68.47456640691207,3.642150603213326,0.4447137188208617,0.02005134699084794,9.983271752043006,740.5853359795912,1847.446817586396,2906.1468906422238,3774.059501634949,0.17379154366856678
friendly_voice_3,friendly,-0.06263122121686687,-26.34022331237793,2312.963025323276,0.42732810390850484,0.0835483870967742,258.71233020107564,104.72722970465495,74.11974607952568,4.320673168437671,1.6134693877551018,0.0828087303028896,12.764776173693726,573.5551565310961,1833.6867108932827,2665.193135628038,3588.671128667796,0.17713665140086207
friendly_voice_4,friendly,-0.03680066637579329,-27.942468643188477,2393.5223035575927,0.6783421800443464,0.09894736842105263,272.38985996018675,104.83113066259688,73.05364756700067,4.799158424221905,0.5090331890331891,0.045211367115537825,9.829785556292594,779.3132360835864,1901.4373410269409,2834.564680898738,3944.4113616047475,0.1874939469266529
friendly_voice_5,friendly,-0.05385726710893867,-26.726377487182617,1819.229403409091,0.9201374986068243,0.12033898305084746,246.86559742366666,107.37473492403166,74.01700254202565,4.739922291069922,0.40050966418313355,0.08499990745277045,12.888110212616018,817.4975032784112,1826.068429060455,2670.8784676100327,3696.3714538241593,0.148862560261708
friendly_voice_6,friendly,-0.023722838264856643,-26.55719757080078,2500.5686058188385,0.361536682737365,0.08955223880597014,177.6148448860048,103.79748593740132,70.41247997783705,2.837798706581542,0.4687420364971385,0.04318252985766939,11.520649244161723,716.7120664164762,1888.1606562822917,2807.7271429863995,3920.7013467131296,0.2019008420548349
friendly_voice_7,friendly,-0.008706448106132648,-31.011798858642578,1959.8193745368083,0.518083448642129,0.10727272727272727,171.65825358131676,96.37196690227313,65.66947305978566,4.2514055667383905,0.29285941043083896,0.008589994859398088,12.379729628190946,723.4813315108485,1784.0033157915207,2821.5582001980993,3650.906430494387,0.16008291131422925
calming_voice_4,calming,-0.0008954073341895527,-31.8911075592041,2717.056472009892,0.21106223876040517,0.20652173913043476,217.71167381499387,90.68325424500343,54.056467511606826,3.0970841058486434,0.5085952977682301,0.0009770419732023394,14.329722428393987,900.3689321976441,2022.845015970254,3021.6322943047317,3948.1898757108233,0.259300762514988
calming_voice_5,calming,-0.0008626479155257898,-31.407079696655273,2516.952716033471,0.26582178275471446,0.13457142857142856,210.78639660350478,87.94352103923404,53.966843910674136,3.6031909520366834,0.39718820861678006,0.0009096459827286586,14.488544576150522,860.1375141893662,2097.2097242171194,2976.847860912471,3850.103095148017,0.24227053259835024
calming_voice_6,calming,-0.0009308043715132172,-35.25257110595703,3080.157554312928,0.4011648241874034,0.08787878787878788,212.60088731512158,89.39089566878556,53.966686711543346,3.6359544352538506,0.5640513983371126,0.0010132872325298535,19.9312646400643,881.013263570209,1896.705294102829,3012.1301457978934,4089.451409994119,0.3231541185074201
calming_voice_7,calming,-0.0011008459221328395,-35.644840240478516,2687.875378873833,0.43332111509939913,0.04958333333333333,233.86408545188064,88.7723406706655,54.77865875076023,3.216082845127258,0.41372302007222644,0.0013354240719212088,19.13280031668111,853.4085416978472,2109.3656758772695,3118.9730391930907,3958.4289290854626,0.2805651906120332
calming_voice_8,calming,-0.05803353326380468,-11.928912162780762,1962.2482738046672,0.09825112277523396,0.0719672131147541,102.86781469764142,107.82384765038759,71.69090624083091,3.0305112699285326,0.807833436404865,0.05217899595068392,15.799788627957712,775.4025698040363,1917.2293849898724,2920.5144353376295,3485.206665022581,0.18099043325718014
calming_voice_9,calming,-0.04087981309017694,-16.120386123657227,2339.3042183420366,0.3965750614958855,0.07403508771929825,105.22524054443055,104.63852387892547,70.08473374867859,3.5917170606560385,0.6835513692656551,0.0360788659908114,15.290779021612801,787.4304392395974,1893.9560924610212,2796.432596634192,3515.656060352899,0.23883710019582247
calming_voice_10,calming,-0.01778566869749104,-21.248260498046875,2784.8953446271216,0.3424000137927185,0.08813953488372092,106.67559453887273,102.57408615497906,66.69415769338046,2.5815466373465275,0.5227157529678539,0.01654449627675589,12.981834097799128,887.7179010539738,1950.6401959033985,2756.473662231307,3330.761210662112,0.2824968382832898
calming_voice_11,calming,-0.00016737347614426625,-38.984352111816406,4023.870926222542,0.10814755780072396,0.04142857142857143,198.0701778228143,82.3151566219238,46.72833422116943,0.5395815490028141,1.8494179894179894,0.00020791443949670884,17.13303622682997,1022.8263303948128,2074.771330361859,3105.0651269214513,4149.042466212129,0.4232846822698745
calming_voice_12,calming,-0.00027787226428923695,-38.42131423950195,2945.836789438415,0.19010201116678757,0.12268292682926829,211.22988695902603,84.98319053136035,49.26757988374163,1.6187446470084423,0.693531746031746,0.00037344924955630925,16.518560989450513,941.1145168291785,2098.8186727678717,3132.87501110049,4168.2600217570325,0.30282426778242677
calming_voice_13,calming,-0.0005120502792417249,-38.03938674926758,3471.9136641115324,0.13382476931786363,0.09844827586206897,203.87496205733623,87.68853531505691,51.89631019570246,1.3489538725070354,1.0087734487734488,0.0006848374415662081,18.406508496736674,889.1177154542177,1986.7222372897809,3082.036012337414,4171.407679886416,0.36109317795502094
calming_voice_14,calming,-0.0002735437566115395,-36.76508331298828,3269.330370276543,0.218018843019312,0.11906976744186046,193.66628922005776,85.02070496981935,49.291311686650296,1.5288206240899878,0.7397641723356009,0.00037534239216202917,13.457870006447012,917.897566387895,2130.333548428205,3128.1870501292965,4208.880415011515,0.32358337146966526
calming_voice_15,calming,-0.0001279192860054372,-39.46134948730469,4141.853057989017,0.18749807085911555,0.11612903225806452,194.24834331643726,82.5981101196325,45.60100923240803,1.0791630980056282,1.2329453262786596,0.00016041990749689997,19.275422977552573,999.0985131391666,2156.3751916695696,3124.7895908981163,4120.576124113701,0.4363313938284519
calming_voice_16,calming,-0.003343192614059175,-21.207624435424805,2152.0952287335886,0.1088143022657619,0.060181818181818184,88.16198773228041,94.19749128391616,60.096994835350046,2.9156713871353013,0.707265306122449,0.004317808701570174,9.841090801253397,744.1205146472398,1818.187737265007,2612.4415203405656,3618.157192699963,0.2021933123632385
educational_voice_7,educational,-0.02169461379968692,-28.19158363342285,2044.892059596239,0.281991875535468,0.13096153846153846,204.3955884268235,101.82866559358732,68.47327432444791,3.7148472936195946,0.5819551524313429,0.02931240841680863,16.846664185889445,669.5004719855193,1450.5298512669965,2660.4003609813612,3873.3177785482026,0.1920511701465708
educational_voice_8,educational,-0.028319396161461598,-13.88493824005127,1421.9310964336833,0.3764896730472329,0.08044776119402985,101.09405940368029,105.17807334368678,69.24685969995355,3.7217776365694313,0.5062333081380701,0.030471530038432604,10.617907791395252,659.7388827581572,1789.2289284920403,2613.836529771705,3550.4291831386618,0.10630491611005088
educational_voice_9,educational,-0.029171768563631625,-21.161602020263672,2028.3494318181818,1.0289529776516368,0.1664,134.64479154118035,104.61336280094733,69.34568440208315,3.596668215069625,0.3754821928771509,0.043654624293716686,11.655974037542041,859.8077710238181,1926.0990076108167,2905.874359977061,3797.0914737168137,0.18865323153409091
educational_voice_10,educational,-0.0112068684675881,-27.186927795410156,2505.44749114473,0.5717048618998563,0.20756097560975612,131.965606001053,99.35366677227987,65.25371276113474,3.4663643923002776,0.3906883705863298,0.014699434473869854,10.638558249831231,841.9396185215782,2105.0915581588115,3028.069603327315,3966.4914988330947,0.23031978283898305
educational_voice_11,educational,-0.016346541772658166,-21.526254653930664,2392.7631442829716,1.083091880184546,0.17558823529411766,139.98711129113727,101.64434282346163,66.83081231511663,4.196125316995073,0.28787564148466405,0.020962279511957754,9.50980947476874,1058.2237214149293,2077.518354529823,3085.8876267224114,3960.6199582664412,0.2038150076138771
educational_voice_12,educational,-0.004026758660705794,-17.784109115600586,1846.9551336843545,0.14273037649978046,0.14120689655172414,88.43678749278236,95.70410342377487,61.31891748678075,3.0097124649698643,0.8160788417931275,0.005738856241449106,9.935528219252047,674.4682467556122,1711.6328647469275,2569.873863172347,3563.71955119425,0.17389971109135668
educational_voice_13,educational,-0.009741029467792973,-20.086139678955078,2122.0335578501094,0.1384090490476606,0.12285714285714286,95.17740259519738,99.49002865056372,64.75870409040348,4.138372291417847,0.5893877551020408,0.012627283038651727,11.295038652902178,612.9247983930601,1546.197581057493,2524.9446877425016,3545.1656188984807,0.20048058841630198
educational_voice_14,educational,-0.056894029061333326,-23.90074348449707,2409.594398122197,0.2929342922026838,0.2677551020408163,189.58329281861955,105.06640526348465,72.32446808870584,3.278925131865537,0.49266817838246413,0.07034107050457188,15.524525474855945,785.5395760312117,2052.468333514325,2931.4127167751235,3795.857420401892,0.213274900154148
educational_voice_15,educational,-0.03207628048229143,-26.087480545043945,3141.9888483569225,0.9636358684003862,0.22699999999999998,196.5043116011249,107.20024959070096,70.08100491324466,4.243314876531871,0.3831863609641388,0.04192456260895834,13.283624315645753,817.0293724019702,2028.6921545530154,3056.129495739382,3837.1020077544435,0.3009870725896861
friendly_voice_8,friendly,-0.036348780779487416,-19.661542892456055,1949.6227197142632,0.6320680064806037,0.10946428571428571,125.06120051522538,102.78756002696716,71.15536488290728,3.5790876806390366,0.5109448223733938,0.048065587897423885,9.441736851131974,588.8657671857419,1746.021134074718,2616.89040378119,3347.881195690861,0.1620614078243073
friendly_voice_9,friendly,-0.008316014986730081,-27.08492660522461,2191.7879190876256,0.32836879132749003,0.1430357142857143,224.96338875784187,100.6828859983654,66.44701167185875,2.5912342638338712,0.3695510204081633,0.016197664512938012,14.217816754282355,703.7830990879012,1823.9911408831192,2890.2299540178096,3982.3601079200757,0.19419607804648242
friendly_voice_10,friendly,-0.006406705552792428,-26.82583236694336,2469.7657825100805,0.657438328663104,0.15125,251.6321845290591,100.32926746255201,64.18154101408511,2.313610113151798,0.4688001577442571,0.011229900126567199,16.679608291056173,649.5591038731969,1859.8872879622622,2803.759925352771,3991.2648394040216,0.22542317708333334
friendly_voice_11,friendly,-0.010700858897046556,-28.83815574645996,1887.014201536017,0.8047224775597508,0.14150943396226415,222.45849925468528,100.36609969789842,66.49344713901814,3.8058846427863178,0.35217363135730484,0.02187907563632274,15.913384301821027,642.4108673499657,1836.4427723624385,2629.854531511782,3798.725312018745,0.1713793623469868
friendly_voice_12,friendly,-0.01031953100789419,-29.259422302246094,2140.0920005299936,0.9461972420721579,0.14523809523809525,237.47356761459855,102.27114363965163,66.97916892760745,1.8354665909335737,0.28871031746031744,0.01832336677981714,15.632407295653113,788.0457385350672,1688.830419296224,2604.551448801212,3999.2676124710474,0.20109458424937185
friendly_voice_13,friendly,-0.009639491711417165,-24.468700408935547,1710.5698714717741,0.6750266010973056,0.10671875,227.4141169139465,103.3831342588033,67.18862684729041,4.627220226303596,0.3594134542705971,0.02246023781483575,16.9963476331814,589.0396869055052,1766.432134947223,2862.9573934996083,3938.01364040581,0.143380376344086
friendly_voice_14,friendly,-0.017429533750797217,-26.720458984375,1945.0475152933373,0.41027047263194727,0.12261538461538463,164.52516643740287,104.61834614102672,69.32141599246995,5.675597413163084,0.41014928193499617,0.033502741396456724,11.504545980554829,696.183485702696,1645.0920802591027,2721.9490282973707,3694.591509612804,0.16509318801591982
